City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Los Llanos De Aridane,ES,2022-04-09 17:36:35,28.6585,-17.9182,62.35,84,75,4.0
293,Javanrud,IR,2022-04-09 17:36:35,34.7961,46.5172,49.93,67,1,6.26
294,Borogontsy,RU,2022-04-09 17:36:36,62.6683,131.1683,21.36,93,100,7.45
295,Coquimbo,CL,2022-04-09 17:35:22,-29.9533,-71.3436,58.73,82,100,5.75
296,Lingdong,CN,2022-04-09 17:36:36,46.5669,131.1453,41.76,72,80,4.68
297,Znamenskoye,RU,2022-04-09 17:36:37,57.1281,73.8282,24.13,90,11,3.22
298,Yelets,RU,2022-04-09 17:36:37,52.6237,38.5017,50.18,69,100,11.56
299,Te Anau,NZ,2022-04-09 17:36:37,-45.4167,167.7167,42.46,90,50,0.58
300,Ishcherskaya,RU,2022-04-09 17:36:38,43.7153,45.1264,59.45,54,31,5.37
301,Maturin,VE,2022-04-09 17:36:38,9.75,-63.1767,96.75,30,94,9.22
302,Nanortalik,GL,2022-04-09 17:36:39,60.1432,-45.2371,32.16,73,10,1.07
303,Villarrica,PY,2022-04-09 17:36:39,-25.75,-56.4333,87.28,52,16,3.11
304,Aksu,CN,2022-04-09 17:36:40,41.1231,80.2644,68.02,28,87,8.16
305,Dhidhdhoo,MV,2022-04-09 17:36:40,6.8833,73.1,84.85,71,97,11.3
306,Genhe,CN,2022-04-09 17:36:41,50.7833,121.5167,33.31,87,100,15.1
307,Kahului,US,2022-04-09 17:36:41,20.8947,-156.47,76.84,76,20,8.01
308,Eskisehir,TR,2022-04-09 17:36:42,39.7767,30.5206,69.71,26,0,9.22
309,Liverpool,GB,2022-04-09 17:36:16,53.4106,-2.9779,48.61,61,40,14.97
310,Salalah,OM,2022-04-09 17:36:42,17.0151,54.0924,82.49,83,0,3.44
311,Ouesso,CG,2022-04-09 17:36:43,1.6136,16.0517,80.46,59,71,2.37
312,Talnakh,RU,2022-04-09 17:36:43,69.4865,88.3972,-3.8,98,100,3.2
313,Bom Jesus Da Lapa,BR,2022-04-09 17:36:44,-13.255,-43.4181,99.88,18,6,4.9
314,Bengkulu,ID,2022-04-09 17:36:44,-3.8004,102.2655,77.05,84,100,3.47
315,Bacolod,PH,2022-04-09 17:35:57,10.6667,122.95,76.21,84,100,4.18
316,Jasper,US,2022-04-09 17:36:44,37.2001,-94.3502,61.02,20,0,13.8
317,Bellmead,US,2022-04-09 17:36:45,31.594,-97.1089,82.63,26,0,13.8
318,Oranjemund,NA,2022-04-09 17:36:45,-28.55,16.4333,68.36,52,0,14.83
319,Rio Bananal,BR,2022-04-09 17:36:45,-19.265,-40.3333,89.58,49,89,3.15
320,Poso,ID,2022-04-09 17:36:48,-1.3959,120.7524,77.07,89,99,4.79
321,Tiznit,MA,2022-04-09 17:33:13,29.5833,-9.5,77.56,21,0,2.08
322,Lumphat,KH,2022-04-09 17:36:49,13.4878,106.9816,74.1,65,16,2.77
323,Lompoc,US,2022-04-09 17:35:24,34.6391,-120.4579,66.61,72,20,20.71
324,De Aar,ZA,2022-04-09 17:37:50,-30.6497,24.0123,57.72,70,100,11.25
325,Labuhan,ID,2022-04-09 17:37:50,-6.8844,112.2051,77.47,87,86,7.4
326,Kaduna,NG,2022-04-09 17:35:25,10.5222,7.4383,94.41,21,61,6.22
327,Deputatskiy,RU,2022-04-09 17:37:52,69.3,139.9,-22.76,100,100,0.6
328,Geraldton,AU,2022-04-09 17:37:52,-28.7667,114.6,63.01,67,100,9.22
329,Bima,ID,2022-04-09 17:37:53,-8.4667,118.7167,74.89,93,5,2.35
330,Shkoder,AL,2022-04-09 17:37:53,42.0683,19.5126,60.98,83,57,2.95
331,Tatawin,TN,2022-04-09 17:37:54,32.9297,10.4518,69.84,21,0,10.92
332,Mikhaylovka,RU,2022-04-09 17:37:54,50.06,43.2379,49.69,87,51,1.66
333,Acarau,BR,2022-04-09 17:37:54,-2.8856,-40.12,78.84,81,66,11.99
334,Pacific Grove,US,2022-04-09 17:37:55,36.6177,-121.9166,66.58,77,20,5.99
335,Aripuana,BR,2022-04-09 17:37:55,-9.1667,-60.6333,82.85,88,99,1.59
336,Amasya,TR,2022-04-09 17:37:55,40.6667,35.8333,58.68,43,6,4.45
337,Ambilobe,MG,2022-04-09 17:37:56,-13.2,49.05,74.68,93,97,2.55
338,Tessaoua,NE,2022-04-09 17:37:56,13.7574,7.9874,92.88,6,3,4.79
339,Sterling,US,2022-04-09 17:35:23,39.0062,-77.4286,55.96,53,75,13.8
340,Juneau,US,2022-04-09 17:37:56,58.3019,-134.4197,40.84,89,75,4.61
341,Vila Velha,BR,2022-04-09 17:37:57,-20.3297,-40.2925,91.35,58,0,14.97
342,Ponazyrevo,RU,2022-04-09 17:37:57,58.3578,46.3142,39.13,96,100,8.63
343,Beaverlodge,CA,2022-04-09 17:36:31,55.2166,-119.4361,38.55,66,100,18.16
344,Port Hardy,CA,2022-04-09 17:37:58,50.6996,-127.4199,41.18,75,40,9.22
345,Tarabha,IN,2022-04-09 17:37:58,20.7333,83.65,85.8,29,34,9.04
346,Wanxian,CN,2022-04-09 17:37:59,30.8039,108.3897,69.35,70,4,1.66
347,Cap Malheureux,MU,2022-04-09 17:37:59,-19.9842,57.6142,77.47,85,4,3.0
348,Yerkoy,TR,2022-04-09 17:37:59,39.6381,34.4672,58.42,40,1,1.81
349,Saint-Augustin,CA,2022-04-09 17:38:00,51.226,-58.6502,32.81,100,100,10.47
350,Arawa,PG,2022-04-09 17:38:00,-6.2132,155.5367,75.69,89,82,1.1
351,Moose Factory,CA,2022-04-09 17:38:01,51.2585,-80.6094,30.2,74,100,11.5
352,Warmbad,NA,2022-04-09 17:38:01,-28.45,18.7333,73.2,52,15,9.19
353,Patiya,BD,2022-04-09 17:38:02,22.2931,91.9762,75.24,89,13,5.12
354,Maunabo,PR,2022-04-09 17:38:02,18.0072,-65.8993,86.65,72,95,12.41
355,Orlik,RU,2022-04-09 17:38:02,52.5178,99.825,8.78,91,81,1.81
356,Padang,ID,2022-04-09 17:38:03,-0.9492,100.3543,77.99,78,96,3.06
357,Nhulunbuy,AU,2022-04-09 17:38:03,-12.2333,136.7667,79.41,83,81,4.61
358,Gisborne,NZ,2022-04-09 17:38:04,-38.6533,178.0042,50.41,87,4,5.99
359,Nichinan,JP,2022-04-09 17:38:04,31.6,131.3667,58.73,77,0,2.08
360,Montlucon,FR,2022-04-09 17:38:04,46.3333,2.6,49.69,65,65,5.53
361,Mitrofanovka,RU,2022-04-09 17:38:05,49.9708,39.6939,53.1,56,89,7.4
362,Miles City,US,2022-04-09 17:38:05,46.4083,-105.8406,47.37,53,75,16.11
363,Kieta,PG,2022-04-09 17:38:06,-6.2167,155.6333,78.24,81,71,0.98
364,Laguna,US,2022-04-09 17:38:06,38.421,-121.4238,69.3,28,0,25.32
365,Aykhal,RU,2022-04-09 17:38:06,66.0,111.5,5.76,100,28,3.0
366,Sao Filipe,CV,2022-04-09 17:38:07,14.8961,-24.4956,76.03,66,74,13.44
367,Harlingen,US,2022-04-09 17:38:07,26.1906,-97.6961,82.36,44,0,23.02
368,Alice Springs,AU,2022-04-09 17:38:08,-23.7,133.8833,54.95,50,0,4.61
369,Hermiston,US,2022-04-09 17:38:08,45.8404,-119.2895,52.12,50,0,20.71
370,Bathsheba,BB,2022-04-09 17:38:08,13.2167,-59.5167,86.61,62,40,20.71
371,Talaya,RU,2022-04-09 17:39:09,61.3833,152.75,-1.52,99,100,4.09
372,Vostok,RU,2022-04-09 17:39:09,46.4856,135.8833,24.03,96,35,4.59
373,Forest Lake,US,2022-04-09 17:36:00,45.2789,-92.9852,51.19,30,19,1.99
374,Tezu,IN,2022-04-09 17:39:10,27.9167,96.1667,67.42,78,36,4.03
375,Tongchuan,CN,2022-04-09 17:39:11,35.0806,109.0897,64.92,27,0,2.66
376,Pong,TH,2022-04-09 17:39:11,19.1493,100.2752,78.66,54,16,2.37
377,Richards Bay,ZA,2022-04-09 17:39:12,-28.783,32.0377,66.83,85,100,5.41
378,Kaspiyskiy,RU,2022-04-09 17:39:12,45.3929,47.3707,55.26,65,45,7.58
379,Huangyan,CN,2022-04-09 17:39:13,28.6478,121.2594,58.05,95,54,2.42
380,Ust-Tsilma,RU,2022-04-09 17:39:13,65.441,52.1498,36.61,99,100,9.95
381,Tanout,NE,2022-04-09 17:39:13,14.9709,8.8879,94.51,4,4,11.39
382,Faanui,PF,2022-04-09 17:39:14,-16.4833,-151.75,82.2,74,96,18.95
383,Hare Bay,CA,2022-04-09 17:39:14,48.8499,-54.0148,36.75,80,100,13.85
384,Shelburne,CA,2022-04-09 17:34:53,44.0787,-80.2041,40.77,82,100,11.5
385,Korla,CN,2022-04-09 17:39:15,41.7597,86.1469,67.23,26,88,10.78
386,Inhambane,MZ,2022-04-09 17:39:16,-23.865,35.3833,75.61,64,100,17.65
387,Montoro,ES,2022-04-09 17:35:45,38.0241,-4.3834,72.18,63,68,1.9
388,Miquelon,PM,2022-04-09 17:39:16,47.0975,-56.3814,35.6,96,100,32.57
389,Terney,RU,2022-04-09 17:39:16,45.0503,136.6092,35.74,89,45,5.14
390,Tessalit,ML,2022-04-09 17:39:17,20.1986,1.0114,92.16,6,0,11.7
391,Zunyi,CN,2022-04-09 17:39:17,27.6867,106.9072,54.79,95,80,1.5
392,Anchorage,US,2022-04-09 17:39:18,61.2181,-149.9003,26.94,48,0,6.91
393,Vanimo,PG,2022-04-09 17:39:18,-2.6741,141.3028,77.23,92,99,4.79
394,The Valley,AI,2022-04-09 17:39:18,18.217,-63.0578,82.54,65,20,19.57
395,Esperance,AU,2022-04-09 17:39:19,-33.8667,121.9,57.04,58,19,4.56
396,Egvekinot,RU,2022-04-09 17:39:19,66.3167,-179.1667,-2.45,93,94,3.83
397,Sangar,RU,2022-04-09 17:39:20,63.9242,127.4739,11.03,97,100,6.2
398,Sudak,UA,2022-04-09 17:39:20,44.85,34.9667,50.95,78,52,2.98
399,Ust-Ilimsk,RU,2022-04-09 17:39:21,58.0006,102.6619,25.66,96,100,1.61
400,Vielsalm,BE,2022-04-09 17:39:21,50.2841,5.915,40.6,89,85,6.44
401,Maxixe,MZ,2022-04-09 17:35:11,-23.8597,35.3472,75.0,65,100,16.06
402,Uglekamensk,RU,2022-04-09 17:39:21,43.2172,133.2303,46.89,84,100,2.62
403,Pakxan,LA,2022-04-09 17:39:22,18.3778,103.6601,75.13,52,15,2.57
404,Alta Floresta,BR,2022-04-09 17:34:25,-9.8756,-56.0861,91.22,55,40,3.44
405,East London,ZA,2022-04-09 17:34:59,-33.0153,27.9116,61.74,100,100,11.5
406,Kloulklubed,PW,2022-04-09 17:39:23,7.0419,134.2556,75.7,80,100,19.39
407,Benguela,AO,2022-04-09 17:39:23,-12.5763,13.4055,76.55,86,90,3.6
408,Nipawin,CA,2022-04-09 17:39:23,53.3668,-104.0009,39.24,81,0,9.22
409,Manzhouli,CN,2022-04-09 17:39:24,49.6,117.4333,36.14,83,75,16.69
410,Ahipara,NZ,2022-04-09 17:39:24,-35.1667,173.1667,61.09,81,68,5.59
411,Poronaysk,RU,2022-04-09 17:39:24,49.2167,143.1167,28.83,89,64,5.26
412,Bitung,ID,2022-04-09 17:39:25,1.4451,125.1824,77.85,81,81,4.23
413,Calderitas,MX,2022-04-09 17:39:25,18.55,-88.25,82.51,51,0,9.22
414,Samagaltay,RU,2022-04-09 17:39:26,50.6022,95.0047,26.62,75,78,8.08
415,Tocache,PE,2022-04-09 17:40:26,-8.1842,-76.5125,87.1,55,100,1.1
416,Orocue,CO,2022-04-09 17:40:27,4.7912,-71.3354,94.84,40,67,7.2
417,Rio Gallegos,AR,2022-04-09 17:40:27,-51.6226,-69.2181,44.65,93,100,6.91
418,Beringovskiy,RU,2022-04-09 17:40:28,63.05,179.3167,34.16,84,100,23.8
419,Tamiahua,MX,2022-04-09 17:40:28,21.2667,-97.45,77.94,51,55,16.96
420,Belyy Yar,RU,2022-04-09 17:40:29,53.6039,91.3903,33.85,80,75,8.95
421,Galesong,ID,2022-04-09 17:40:29,-5.3166,119.3661,75.22,84,53,4.07
422,Ayr,GB,2022-04-09 17:40:30,55.4627,-4.6339,48.31,53,20,17.27
423,Bambamarca,PE,2022-04-09 17:40:30,-6.6833,-78.5333,64.87,68,96,6.76
424,Altayskoye,RU,2022-04-09 17:40:30,51.9533,85.3325,31.28,86,81,4.36
425,Denpasar,ID,2022-04-09 17:38:02,-8.65,115.2167,78.46,94,20,1.14
426,Comodoro Rivadavia,AR,2022-04-09 17:40:31,-45.8667,-67.5,60.66,77,40,5.75
427,Balkanabat,TM,2022-04-09 17:40:31,39.5108,54.3671,74.03,33,100,6.31
428,Chuy,UY,2022-04-09 17:40:32,-33.6971,-53.4616,76.39,54,14,8.59
429,Nyurba,RU,2022-04-09 17:40:32,63.2842,118.3319,0.68,100,85,1.41
430,Rocha,UY,2022-04-09 17:40:32,-34.4833,-54.3333,76.98,51,30,8.25
431,Buraydah,SA,2022-04-09 17:40:32,26.326,43.975,88.25,12,0,11.52
432,Terrace,CA,2022-04-09 17:40:33,54.5163,-128.6035,37.31,75,75,14.97
433,Rusape,ZW,2022-04-09 17:40:33,-18.5278,32.1284,60.53,93,100,8.99
434,Lalsk,RU,2022-04-09 17:40:34,60.7415,47.5862,39.47,94,100,9.55
435,Poum,NC,2022-04-09 17:40:34,-20.2333,164.0167,79.52,81,99,13.49
436,Fairbanks,US,2022-04-09 17:40:02,64.8378,-147.7164,5.81,60,0,1.99
437,Charagua,BO,2022-04-09 17:40:34,-19.8,-63.2167,81.97,43,96,10.51
438,Kerman,IR,2022-04-09 17:35:49,30.2832,57.0788,71.46,12,75,0.0
439,Portland,US,2022-04-09 17:37:06,45.5234,-122.6762,48.9,71,75,9.22
440,Jambi,ID,2022-04-09 17:40:35,-1.6,103.6167,73.72,96,96,0.81
441,Birin,NP,2022-04-09 17:40:35,26.8865,88.0718,60.21,73,18,5.59
442,Mabaruma,GY,2022-04-09 17:40:35,8.2,-59.7833,84.45,62,47,8.3
443,Arkhangelskoye,RU,2022-04-09 17:40:36,55.8549,35.3287,42.69,90,100,14.99
444,Kavieng,PG,2022-04-09 17:40:36,-2.5744,150.7967,79.95,81,95,5.68
445,Marsh Harbour,BS,2022-04-09 17:40:36,26.5412,-77.0636,72.5,55,71,17.74
446,Hangu,CN,2022-04-09 17:40:37,39.2489,117.7892,53.64,76,1,6.29
447,Pangoa,PE,2022-04-09 17:40:37,-12.1167,-73.0,74.8,93,96,2.86
448,Khorixas,NA,2022-04-09 17:39:06,-20.3667,14.9667,79.27,27,0,15.7
449,Caravelas,BR,2022-04-09 17:40:37,-17.7125,-39.2481,84.31,62,64,6.17
450,Iralaya,HN,2022-04-09 17:40:38,15.0,-83.2333,84.43,62,86,13.53
451,Kandrian,PG,2022-04-09 17:40:38,-6.2167,149.55,76.21,89,100,3.65
452,Kango,GA,2022-04-09 17:40:38,0.1943,10.0951,72.73,96,100,2.33
453,Sao Miguel Do Araguaia,BR,2022-04-09 17:40:39,-13.275,-50.1628,90.43,45,27,2.37
454,Port Moresby,PG,2022-04-09 17:40:39,-9.4431,147.1797,76.42,100,40,5.75
455,Villa Carlos Paz,AR,2022-04-09 17:40:39,-31.4241,-64.4978,80.38,31,15,15.99
456,Key West,US,2022-04-09 17:39:14,24.5557,-81.7826,82.4,48,75,18.41
457,Taoudenni,ML,2022-04-09 17:40:40,22.6783,-3.9836,90.27,5,0,12.91
458,Hirado,JP,2022-04-09 17:40:40,33.3597,129.5531,51.39,83,3,7.52
459,Santa Maria,BR,2022-04-09 17:39:05,-29.6842,-53.8069,72.7,73,75,4.61
460,Venezuela,VE,2022-04-09 17:40:40,8.0,-66.0,97.03,31,55,15.99
461,Lokosovo,RU,2022-04-09 17:40:41,61.1333,74.8167,0.0,99,46,3.44
462,Tabou,CI,2022-04-09 17:40:41,4.423,-7.3528,83.35,78,92,9.48
463,Esna,EG,2022-04-09 17:41:42,25.2934,32.554,91.42,10,42,14.0
464,Hay River,CA,2022-04-09 17:41:42,60.8156,-115.7999,28.38,74,75,17.27
465,Micomeseng,GQ,2022-04-09 17:41:43,2.1462,10.6164,71.02,93,100,1.52
466,Barpali,IN,2022-04-09 17:41:43,21.2,83.5833,89.53,18,7,6.46
467,Tecoanapa,MX,2022-04-09 17:41:43,16.5167,-98.75,85.69,49,73,10.07
468,Claveria,PH,2022-04-09 17:41:45,18.6074,121.0832,76.15,90,63,10.63
469,Marienburg,PL,2022-04-09 17:41:45,54.0359,19.0266,44.11,56,44,8.79
470,Khasan,RU,2022-04-09 17:43:33,42.4308,130.6434,43.77,81,99,5.14
471,Acapulco,MX,2022-04-09 17:43:33,16.8634,-99.8901,85.82,62,40,6.91
472,Ust-Kuyga,RU,2022-04-09 17:43:34,70.0167,135.6,-14.22,99,100,5.59
473,Fortuna,US,2022-04-09 17:43:34,40.5982,-124.1573,53.85,64,0,19.57
474,Rosarito,MX,2022-04-09 17:43:34,32.3333,-117.0333,79.66,58,97,6.98
475,Tuatapere,NZ,2022-04-09 17:43:34,-46.1333,167.6833,45.05,89,55,4.41
476,Ust-Ishim,RU,2022-04-09 17:43:35,57.6935,71.1665,21.15,95,34,2.42
477,San Quintin,MX,2022-04-09 17:40:04,30.4833,-115.95,72.9,48,7,8.48
478,Kalmunai,LK,2022-04-09 17:43:35,7.4167,81.8167,79.32,81,100,4.18
479,Chabahar,IR,2022-04-09 17:43:35,25.2919,60.643,83.95,49,53,10.54
480,Vao,NC,2022-04-09 17:43:37,-22.6667,167.4833,77.7,83,40,23.35
481,Gushikawa,JP,2022-04-09 17:43:37,26.3544,127.8686,71.6,90,40,9.22
482,Creston,US,2022-04-09 17:43:37,41.0586,-94.3614,49.96,29,0,5.75
483,Mokhsogollokh,RU,2022-04-09 17:43:37,61.4681,128.9203,4.26,99,71,4.25
484,Khao Yoi,TH,2022-04-09 17:43:38,13.2403,99.8243,84.97,49,94,5.01
485,Misilmeri,IT,2022-04-09 17:43:38,38.0339,13.4518,62.65,78,65,8.16
486,Parrita,CR,2022-04-09 17:43:38,9.5201,-84.3225,85.53,67,76,5.32
487,Mangrol,IN,2022-04-09 17:43:39,21.1167,70.1167,81.52,70,2,8.68
488,Margate,GB,2022-04-09 17:43:39,51.3813,1.3862,50.7,54,67,5.01
489,Port Lincoln,AU,2022-04-09 17:43:39,-34.7333,135.8667,69.08,47,54,8.3
490,Gorontalo,ID,2022-04-09 17:43:40,0.5412,123.0595,76.48,88,99,1.19
491,Thinadhoo,MV,2022-04-09 17:43:40,0.5333,72.9333,84.15,66,21,9.35
492,Stykkisholmur,IS,2022-04-09 17:43:40,65.0757,-22.7297,33.4,92,100,13.62
493,Ugoofaaru,MV,2022-04-09 17:43:41,5.6667,73.0,84.07,73,100,9.22
494,Pierre,US,2022-04-09 17:39:55,44.3683,-100.351,60.85,19,0,19.57
495,Pangkalanbuun,ID,2022-04-09 17:43:41,-2.6833,111.6167,73.58,98,100,2.44
496,Hobyo,SO,2022-04-09 17:43:42,5.3505,48.5268,82.38,77,38,14.81
497,Shizuishan,CN,2022-04-09 17:43:42,39.2333,106.7694,67.71,11,74,7.16
498,Ixtapa,MX,2022-04-09 17:43:42,20.7,-105.2,91.02,39,0,8.12
499,Kabansk,RU,2022-04-09 17:43:43,52.0486,106.6528,29.14,95,93,6.26
500,Wanlaweyn,SO,2022-04-09 17:43:44,2.6185,44.8938,82.09,66,72,16.78
501,Hamilton,US,2022-04-09 17:41:14,39.1834,-84.5333,40.39,73,100,14.97
502,Anna Paulowna,NL,2022-04-09 17:43:44,52.862,4.834,44.6,80,75,20.0
503,Changtu,CN,2022-04-09 17:43:44,42.7788,124.0955,57.52,69,61,9.35
504,Riviere-Au-Renard,CA,2022-04-09 17:43:45,48.9957,-64.3971,41.29,99,84,7.05
505,High Level,CA,2022-04-09 17:43:45,58.5169,-117.136,33.91,86,100,14.97
506,Yeppoon,AU,2022-04-09 17:43:46,-23.1333,150.7333,73.18,87,85,16.69
507,Nalut,LY,2022-04-09 17:43:46,30.3333,10.85,77.2,19,0,10.47
508,Martil,MA,2022-04-09 17:44:47,35.6166,-5.2752,73.36,56,0,5.75
509,Namibe,AO,2022-04-09 17:44:47,-15.1961,12.1522,72.07,77,17,7.11
510,Tommot,RU,2022-04-09 17:44:50,58.9564,126.2925,-1.5,99,26,1.25
511,Vangaindrano,MG,2022-04-09 17:44:50,-23.35,47.6,73.6,89,21,4.32
512,Carballo,ES,2022-04-09 17:44:51,43.213,-8.691,65.62,71,85,1.72
513,San Joaquin,US,2022-04-09 17:44:51,37.9333,-121.3011,69.93,22,0,28.77
514,Sao Miguel Do Tapuio,BR,2022-04-09 17:44:51,-5.5036,-41.3233,79.59,73,77,7.72
515,Noumea,NC,2022-04-09 17:44:52,-22.2763,166.4572,80.01,99,70,13.04
516,Qeshm,IR,2022-04-09 17:44:52,26.9581,56.2719,80.47,63,81,15.08
517,Varhaug,NO,2022-04-09 17:44:52,58.6147,5.6457,40.55,77,48,31.63
518,Moerai,PF,2022-04-09 17:44:53,-22.4333,-151.3333,81.27,75,44,17.74
519,Pervomayskoye,RU,2022-04-09 17:44:53,43.919,46.7102,54.52,76,47,5.44
520,Brae,GB,2022-04-09 17:44:53,60.3964,-1.353,37.99,60,99,23.96
521,Bastia,FR,2022-04-09 17:44:54,42.6667,9.3333,60.13,35,0,18.41
522,Babstovo,RU,2022-04-09 17:44:54,48.1167,132.4833,31.01,92,71,6.11
523,Aklavik,CA,2022-04-09 17:44:54,68.2191,-135.0107,5.0,66,75,12.66
524,Baoning,CN,2022-04-09 17:44:55,25.3378,110.026,66.06,77,20,2.24
525,Balkhash,KZ,2022-04-09 17:44:55,46.844,74.9804,48.56,51,100,13.06
526,Ukiah,US,2022-04-09 17:40:19,39.1502,-123.2078,65.44,38,0,10.36
527,Bambanglipuro,ID,2022-04-09 17:44:55,-7.95,110.2833,76.17,88,100,2.86
528,Patacamaya,BO,2022-04-09 17:44:56,-17.2333,-67.9167,58.44,48,95,7.74
529,Belle Fourche,US,2022-04-09 17:44:56,44.6714,-103.8522,56.32,38,42,22.53
530,Chute-Aux-Outardes,CA,2022-04-09 17:44:57,49.1168,-68.399,35.58,93,100,8.05
531,Idil,TR,2022-04-09 17:44:57,37.3411,41.8895,56.12,52,0,8.37
532,Kailua,US,2022-04-09 17:44:57,21.4022,-157.7394,75.49,80,75,13.8
533,Zhuhai,CN,2022-04-09 17:44:58,22.2769,113.5678,71.85,88,40,2.3
534,Taltal,CL,2022-04-09 17:44:58,-25.4,-70.4833,67.05,65,37,8.19
535,Mercedes,AR,2022-04-09 17:44:59,-34.6515,-59.4307,81.64,30,0,7.83
536,Strezhevoy,RU,2022-04-09 17:44:59,60.7333,77.5889,1.74,98,64,4.47
537,Goundam,ML,2022-04-09 17:44:59,16.4145,-3.6708,101.48,7,12,12.19
538,Maumere,ID,2022-04-09 17:45:00,-8.6199,122.2111,79.38,76,98,4.23
539,Tura,IN,2022-04-09 17:45:00,25.5198,90.2201,71.83,80,1,4.09
540,Imbituba,BR,2022-04-09 17:45:00,-28.24,-48.6703,75.33,76,49,6.91
541,Igrim,RU,2022-04-09 17:45:01,63.1906,64.4162,28.98,93,100,7.07
542,Matara,LK,2022-04-09 17:45:01,5.9485,80.5353,77.7,87,52,8.01
543,Sanming,CN,2022-04-09 17:45:01,26.2486,117.6186,60.94,63,0,2.8
544,Yulara,AU,2022-04-09 17:45:02,-25.2406,130.9889,57.04,35,0,3.44
545,Peace River,CA,2022-04-09 17:42:46,56.2501,-117.286,37.71,75,100,19.57
546,Yatou,CN,2022-04-09 17:45:03,37.15,122.3833,52.75,76,5,13.29
547,Meulaboh,ID,2022-04-09 17:45:03,4.1363,96.1285,78.33,86,95,2.01
548,Xiaoweizhai,CN,2022-04-09 17:45:04,26.1903,107.5125,59.54,96,100,3.24
549,Energeticheskiy,KZ,2022-04-09 17:45:04,43.4278,77.0222,52.36,76,100,4.47
550,Valparaiso,CL,2022-04-09 17:45:05,-33.0393,-71.6273,65.84,71,0,9.22
551,Bilibino,RU,2022-04-09 17:45:05,68.0546,166.4372,-13.94,99,100,2.95
552,Marathon,US,2022-04-09 17:45:05,44.9,-89.7668,44.35,46,0,11.5
553,Tahe,CN,2022-04-09 17:46:06,52.3333,124.7333,28.83,90,99,3.33
554,Turka,UA,2022-04-09 17:46:07,49.1541,23.0297,35.8,99,100,2.75
555,Panguna,PG,2022-04-09 17:46:08,-6.3164,155.4848,66.92,92,81,1.7
556,Katangli,RU,2022-04-09 17:46:08,51.7102,143.2326,15.26,99,92,5.91
557,Praia Da Vitoria,PT,2022-04-09 17:44:23,38.7333,-27.0667,58.75,82,20,24.23
558,Mount Pleasant,US,2022-04-09 17:46:09,32.7941,-79.8626,57.99,39,100,14.97
559,Ndele,CF,2022-04-09 17:46:10,8.4109,20.6473,85.37,35,84,1.92
560,Ilhabela,BR,2022-04-09 17:46:10,-23.7781,-45.3581,77.7,84,85,2.01
