City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
260,Balabac,PH,2022-04-17 10:12:01,7.9868,117.0645,82.54,74,70,6.89,broken clouds
261,Valley Station,US,2022-04-17 10:12:01,38.1112,-85.8702,44.06,60,0,8.05,clear sky
262,Osmena,PH,2022-04-17 10:12:02,10.5208,119.9258,82.76,75,45,10.38,scattered clouds
263,Najran,SA,2022-04-17 10:12:02,17.4924,44.1277,91.74,11,3,7.92,clear sky
264,Margate,GB,2022-04-17 10:10:39,51.3813,1.3862,58.1,64,80,11.68,broken clouds
265,Lodwar,KE,2022-04-17 10:12:02,3.1191,35.5973,88.92,45,100,4.99,overcast clouds
266,Karakol,KG,2022-04-17 10:12:03,42.4907,78.3936,61.38,36,13,5.3,few clouds
267,Solnechnyy,RU,2022-04-17 10:12:03,50.7214,136.6319,28.9,95,100,6.2,light snow
268,Nishihara,JP,2022-04-17 10:12:04,26.1842,127.7558,69.08,60,20,11.5,few clouds
269,Coromandel,BR,2022-04-17 10:12:04,-18.4733,-47.2003,59.31,82,15,4.23,few clouds
270,Koungheul,SN,2022-04-17 10:12:04,13.9833,-14.8,87.19,17,90,7.63,overcast clouds
271,Bonthe,SL,2022-04-17 10:12:05,7.5264,-12.505,84.4,52,77,6.31,broken clouds
272,Waingapu,ID,2022-04-17 10:12:05,-9.6567,120.2641,82.2,79,100,7.94,light rain
273,Eureka,US,2022-04-17 10:12:05,40.8021,-124.1637,40.93,80,100,1.01,overcast clouds
274,Warka,PL,2022-04-17 10:13:06,51.7843,21.1909,47.8,49,97,9.22,overcast clouds
275,Souillac,MU,2022-04-17 10:13:06,-20.5167,57.5167,79.88,79,67,14.79,light rain
276,Hudiksvall,SE,2022-04-17 10:13:07,61.729,17.1036,52.11,60,24,1.43,few clouds
277,Payakumbuh,ID,2022-04-17 10:13:07,-0.2202,100.6308,76.98,93,100,1.54,overcast clouds
278,Elmira,US,2022-04-17 10:13:08,42.0898,-76.8077,32.32,74,100,3.44,overcast clouds
279,Adrar,MR,2022-04-17 10:13:08,20.5022,-10.0711,86.18,11,7,19.73,clear sky
280,Altamira,BR,2022-04-17 10:13:08,-3.2033,-52.2064,71.74,99,80,2.04,broken clouds
281,Ukiah,US,2022-04-17 10:13:09,39.1502,-123.2078,41.43,92,0,0.0,clear sky
282,Vila Velha,BR,2022-04-17 10:13:09,-20.3297,-40.2925,71.94,71,0,5.75,clear sky
283,Nara,JP,2022-04-17 10:13:09,34.6851,135.8049,62.96,80,47,7.72,scattered clouds
284,Aljezur,PT,2022-04-17 10:13:10,37.3191,-8.8033,69.24,47,99,9.37,overcast clouds
285,Akividu,IN,2022-04-17 10:13:10,16.6,81.3833,96.08,40,30,15.43,scattered clouds
286,Ust-Maya,RU,2022-04-17 10:13:10,60.4167,134.5333,24.73,94,84,1.59,broken clouds
287,Laguna,US,2022-04-17 10:13:11,38.421,-121.4238,52.09,77,0,8.05,clear sky
288,Tiksi,RU,2022-04-17 10:13:11,71.6872,128.8694,1.27,98,10,4.76,clear sky
289,Dodge City,US,2022-04-17 10:13:11,37.7528,-100.0171,44.26,53,20,8.05,few clouds
290,Sokoni,TZ,2022-04-17 10:13:12,-6.4333,39.55,81.3,77,100,13.87,moderate rain
291,Kulu,TR,2022-04-17 10:13:12,39.0951,33.0799,68.16,27,99,13.24,overcast clouds
292,Ibra,OM,2022-04-17 10:13:13,22.6906,58.5334,104.27,8,17,12.01,few clouds
293,Shibetsu,JP,2022-04-17 10:13:13,43.659,145.132,43.03,84,58,5.17,broken clouds
294,Saskylakh,RU,2022-04-17 10:13:13,71.9167,114.0833,28.22,96,100,20.24,light snow
295,Talavera De La Reina,ES,2022-04-17 10:13:14,39.9635,-4.8308,70.07,49,38,4.0,scattered clouds
296,Iqaluit,CA,2022-04-17 10:09:37,63.7506,-68.5145,-7.31,76,20,21.85,few clouds
297,San Patricio,US,2022-04-17 10:13:14,28.017,-97.5169,75.18,97,77,6.13,broken clouds
298,Shingu,JP,2022-04-17 10:13:14,33.7333,135.9833,57.74,92,55,8.88,broken clouds
299,Lamar,US,2022-04-17 10:13:15,33.6668,-95.5836,58.91,100,100,9.22,mist
300,Betioky,MG,2022-04-17 10:13:15,-23.7167,44.3833,98.58,27,6,3.2,clear sky
301,Dudinka,RU,2022-04-17 10:13:15,69.4058,86.1778,16.63,92,100,15.61,overcast clouds
302,Nemuro,JP,2022-04-17 10:13:16,43.3236,145.575,42.46,72,24,25.48,few clouds
303,Ambovombe,MG,2022-04-17 10:13:16,-25.1667,46.0833,83.7,61,25,12.39,scattered clouds
304,San Policarpo,PH,2022-04-17 10:13:16,12.1791,125.5072,81.19,76,33,9.64,scattered clouds
305,Prainha,BR,2022-04-17 10:13:17,-1.8,-53.48,72.95,95,89,2.44,overcast clouds
306,Aguimes,ES,2022-04-17 10:13:17,27.9054,-15.4461,75.83,47,0,10.36,clear sky
307,Madhogarh,IN,2022-04-17 10:13:18,26.276,79.1869,110.03,4,0,8.03,clear sky
308,Half Moon Bay,US,2022-04-17 10:13:18,37.4636,-122.4286,47.98,86,0,8.05,clear sky
309,Lagoa,PT,2022-04-17 10:13:18,39.05,-27.9833,57.42,70,4,12.53,clear sky
310,Iralaya,HN,2022-04-17 10:13:19,15.0,-83.2333,76.3,73,6,6.51,clear sky
311,Nouakchott,MR,2022-04-17 10:13:19,18.0858,-15.9785,67.93,68,12,13.6,few clouds
312,Chirongui,YT,2022-04-17 10:13:19,-12.9319,45.1483,89.53,68,7,18.86,clear sky
313,Aizpute,LV,2022-04-17 10:13:20,56.7167,21.6,45.63,34,75,5.7,broken clouds
314,Necochea,AR,2022-04-17 10:13:20,-38.5473,-58.7368,53.74,76,65,4.65,broken clouds
315,Dunda,TZ,2022-04-17 10:13:20,-8.1167,34.25,79.81,52,53,6.87,broken clouds
316,Marovoay,MG,2022-04-17 10:10:38,-16.1,46.6333,90.66,45,1,7.92,clear sky
317,Bismil,TR,2022-04-17 10:13:21,37.8486,40.6658,73.51,31,1,0.92,clear sky
318,Khatanga,RU,2022-04-17 10:13:21,71.9667,102.5,21.69,94,100,10.18,overcast clouds
319,Gushikawa,JP,2022-04-17 10:13:21,26.3544,127.8686,69.03,58,75,5.75,broken clouds
320,Fairbanks,US,2022-04-17 10:08:37,64.8378,-147.7164,23.34,45,0,10.36,clear sky
321,Saint-Joseph,RE,2022-04-17 10:14:22,-21.3667,55.6167,85.1,78,19,10.09,light rain
322,Iquique,CL,2022-04-17 10:13:58,-20.2208,-70.1431,57.24,77,32,4.9,scattered clouds
323,Komsomolskiy,UZ,2022-04-17 10:14:23,40.4272,71.7189,84.92,13,93,6.91,overcast clouds
324,Peleduy,RU,2022-04-17 10:14:24,59.6289,112.7406,38.53,100,100,12.97,overcast clouds
325,Port Lincoln,AU,2022-04-17 10:14:25,-34.7333,135.8667,63.05,82,100,5.7,overcast clouds
326,Viramgam,IN,2022-04-17 10:14:25,23.1225,72.0484,106.29,10,0,13.85,clear sky
327,Gat,IL,2022-04-17 10:11:41,31.61,34.7642,93.88,9,9,6.06,clear sky
328,Yining,CN,2022-04-17 10:14:26,29.0361,114.5636,50.83,95,100,1.01,overcast clouds
329,Zhongshu,CN,2022-04-17 10:14:26,24.5167,103.7667,60.15,82,91,3.4,overcast clouds
330,Sinnamary,GF,2022-04-17 10:14:26,5.3833,-52.95,76.73,87,86,10.27,overcast clouds
331,Hartford,US,2022-04-17 10:12:29,41.7668,-72.7662,38.86,85,0,10.36,clear sky
332,Mantua,IT,2022-04-17 10:14:27,45.1667,10.7833,59.34,46,9,5.99,clear sky
333,Luena,AO,2022-04-17 10:14:27,-11.7833,19.9167,72.91,73,97,7.0,light rain
334,Thunder Bay,CA,2022-04-17 10:11:36,48.4001,-89.3168,12.25,97,71,3.98,broken clouds
335,Longyearbyen,SJ,2022-04-17 10:14:27,78.2186,15.6401,21.04,68,75,6.91,broken clouds
336,Deputatskiy,RU,2022-04-17 10:14:28,69.3,139.9,10.2,99,100,3.13,overcast clouds
337,Namatanai,PG,2022-04-17 10:14:28,-3.6667,152.4333,81.61,76,97,10.4,overcast clouds
338,Thinadhoo,MV,2022-04-17 10:14:28,0.5333,72.9333,84.33,64,86,8.23,overcast clouds
339,Camacha,PT,2022-04-17 10:14:29,33.0833,-16.3333,63.82,72,40,16.11,scattered clouds
340,Lorengau,PG,2022-04-17 10:14:29,-2.0226,147.2712,81.9,80,32,6.24,scattered clouds
341,Eyl,SO,2022-04-17 10:14:30,7.9803,49.8164,93.34,49,31,13.85,scattered clouds
342,Marsh Harbour,BS,2022-04-17 10:14:30,26.5412,-77.0636,75.06,76,0,9.57,clear sky
343,Tadine,NC,2022-04-17 10:14:30,-21.55,167.8833,76.93,74,0,2.86,clear sky
344,Alyangula,AU,2022-04-17 10:14:30,-13.8483,136.4192,81.0,75,83,11.05,broken clouds
345,Sindou,BF,2022-04-17 10:14:31,10.6667,-5.1667,84.69,44,92,4.03,overcast clouds
346,Biak,ID,2022-04-17 10:14:31,-0.9131,122.8766,75.99,87,100,2.59,overcast clouds
347,Naze,JP,2022-04-17 10:14:31,28.3667,129.4833,64.02,60,63,8.5,broken clouds
348,Waipawa,NZ,2022-04-17 10:14:32,-41.4122,175.5153,46.38,84,28,5.19,scattered clouds
349,Yatou,CN,2022-04-17 10:14:32,37.15,122.3833,56.05,45,86,7.05,overcast clouds
350,Srednekolymsk,RU,2022-04-17 10:14:32,67.45,153.6833,10.62,94,98,6.06,overcast clouds
351,Ahipara,NZ,2022-04-17 10:14:33,-35.1667,173.1667,63.36,89,100,19.77,light rain
352,Cobija,BO,2022-04-17 10:14:33,-11.0267,-68.7692,71.91,94,85,2.39,overcast clouds
353,Havelock,US,2022-04-17 10:13:18,34.8791,-76.9013,66.18,94,0,9.22,clear sky
354,Dolgoye,RU,2022-04-17 10:14:33,52.8,37.2167,37.47,82,100,12.08,overcast clouds
355,Udachnyy,RU,2022-04-17 10:14:34,66.4167,112.4,34.45,92,100,14.5,light snow
356,Nome,US,2022-04-17 10:13:21,64.5011,-165.4064,32.16,74,100,18.41,overcast clouds
357,Balkhash,KZ,2022-04-17 10:14:34,46.844,74.9804,77.61,10,0,13.42,clear sky
358,Dibombari,CM,2022-04-17 10:14:34,4.1787,9.6561,92.16,55,33,1.81,scattered clouds
359,Makakilo City,US,2022-04-17 10:14:02,21.3469,-158.0858,72.01,72,0,8.05,clear sky
360,Haines Junction,CA,2022-04-17 10:14:35,60.7522,-137.5108,22.51,89,100,3.87,overcast clouds
361,Chumikan,RU,2022-04-17 10:14:35,54.7183,135.315,23.92,89,100,2.84,overcast clouds
362,Lokosovo,RU,2022-04-17 10:14:36,61.1333,74.8167,28.17,81,100,10.96,overcast clouds
363,Wattegama,LK,2022-04-17 10:14:36,6.7989,81.4808,85.53,71,97,7.67,overcast clouds
364,Umm Lajj,SA,2022-04-17 10:14:36,25.0213,37.2685,87.03,36,0,11.72,clear sky
365,Rio Grande,BR,2022-04-17 10:14:37,-32.035,-52.0986,66.06,65,89,8.12,overcast clouds
366,Dombarovskiy,RU,2022-04-17 10:15:37,50.7587,59.5386,56.41,39,72,3.58,broken clouds
367,Hofn,IS,2022-04-17 10:15:38,64.2539,-15.2082,46.04,99,100,4.25,light rain
368,Anori,BR,2022-04-17 10:15:38,-3.7728,-61.6442,73.24,97,100,1.61,overcast clouds
369,Popondetta,PG,2022-04-17 10:15:39,-8.7537,148.2534,76.15,91,100,2.93,light rain
370,La Orilla,MX,2022-04-17 10:15:39,17.9833,-102.2333,70.66,89,93,4.79,overcast clouds
371,Seduva,LT,2022-04-17 10:15:40,55.7667,23.7667,45.03,45,23,9.98,few clouds
372,Ocos,GT,2022-04-17 10:15:41,14.5094,-92.1933,75.38,75,10,8.32,clear sky
373,Harper,LR,2022-04-17 10:15:41,4.375,-7.7169,78.55,80,100,8.16,overcast clouds
374,Sao Filipe,CV,2022-04-17 10:15:41,14.8961,-24.4956,70.95,76,55,6.26,broken clouds
375,Flin Flon,CA,2022-04-17 10:15:08,54.7682,-101.865,16.83,95,100,3.42,overcast clouds
376,Ust-Kuyga,RU,2022-04-17 10:15:42,70.0167,135.6,13.77,95,100,2.17,overcast clouds
377,Wanning,CN,2022-04-17 10:15:42,18.8003,110.3967,78.73,83,84,9.33,broken clouds
378,Saryg-Sep,RU,2022-04-17 10:15:42,51.5,95.6,63.54,26,88,1.16,overcast clouds
379,Maningrida,AU,2022-04-17 10:15:43,-12.0667,134.2667,81.07,77,71,9.28,broken clouds
380,Bafq,IR,2022-04-17 10:15:43,31.6128,55.4107,82.87,14,23,6.42,few clouds
381,Baykit,RU,2022-04-17 10:15:43,61.67,96.37,40.41,95,100,9.04,light rain
382,Contai,IN,2022-04-17 10:15:44,21.7786,87.7536,85.59,76,77,21.09,broken clouds
383,Alofi,NU,2022-04-17 10:15:17,-19.0595,-169.9187,73.29,100,50,1.14,scattered clouds
384,Zhireken,RU,2022-04-17 10:15:44,52.8249,117.3076,44.67,39,100,5.44,overcast clouds
385,Ugoofaaru,MV,2022-04-17 10:15:44,5.6667,73.0,84.96,72,96,9.66,overcast clouds
386,Nueva Gerona,CU,2022-04-17 10:15:45,21.8833,-82.8,77.88,71,0,3.06,clear sky
387,Jizan,SA,2022-04-17 10:15:45,17.3333,42.6667,94.14,31,4,16.22,clear sky
388,Parfenyevo,RU,2022-04-17 10:15:45,58.484,43.4088,41.76,43,11,8.16,few clouds
389,Olinda,BR,2022-04-17 10:13:41,-8.0089,-34.8553,78.53,94,75,5.75,light rain
390,Waupun,US,2022-04-17 10:15:46,43.6333,-88.7296,29.8,78,7,5.79,clear sky
391,Tomatlan,MX,2022-04-17 10:15:46,19.9333,-105.25,67.42,56,60,2.21,broken clouds
392,Venado Tuerto,AR,2022-04-17 10:15:46,-33.7456,-61.9688,54.77,67,91,3.47,overcast clouds
393,Sarahan,IN,2022-04-17 10:15:47,31.5167,77.8,68.14,35,39,9.71,scattered clouds
394,Tautira,PF,2022-04-17 10:15:47,-17.7333,-149.15,80.08,76,5,11.41,light rain
395,Paraiso,CR,2022-04-17 10:15:47,9.8383,-83.8656,64.42,91,100,2.04,overcast clouds
396,Berlevag,NO,2022-04-17 10:15:48,70.8578,29.0864,37.2,91,100,19.19,overcast clouds
397,La Ronge,CA,2022-04-17 10:15:48,55.1001,-105.2842,23.25,68,100,4.61,overcast clouds
398,Luis Correia,BR,2022-04-17 10:15:48,-2.8792,-41.6669,77.29,90,87,7.02,overcast clouds
399,Arbuzynka,UA,2022-04-17 10:15:49,47.9097,31.3196,47.77,45,100,9.15,overcast clouds
400,Swan Hill,AU,2022-04-17 10:15:49,-35.3378,143.5544,74.62,34,100,8.7,overcast clouds
401,Black River,JM,2022-04-17 10:15:49,18.0264,-77.8487,73.26,87,0,5.14,clear sky
402,Taltal,CL,2022-04-17 10:15:50,-25.4,-70.4833,59.5,75,1,4.25,clear sky
403,Ati,TD,2022-04-17 10:15:50,13.2154,18.3353,102.79,22,24,9.93,few clouds
404,Sao Miguel,BR,2022-04-17 10:15:50,-5.4667,-35.3667,75.97,82,97,5.35,overcast clouds
405,Ruyigi,BI,2022-04-17 10:15:51,-3.45,30.3167,70.95,71,70,5.75,light rain
406,Kenai,US,2022-04-17 10:15:51,60.5544,-151.2583,36.14,76,100,0.0,overcast clouds
407,Kattivakkam,IN,2022-04-17 10:15:51,13.2167,80.3167,93.29,77,44,16.53,scattered clouds
408,Vitim,RU,2022-04-17 10:15:51,59.4511,112.5578,38.84,100,100,13.33,overcast clouds
409,Pevek,RU,2022-04-17 10:15:52,69.7008,170.3133,-4.99,100,77,3.24,broken clouds
410,Atar,MR,2022-04-17 10:15:52,20.5169,-13.0499,92.28,9,10,22.62,clear sky
411,Birnin Kebbi,NG,2022-04-17 10:15:53,12.4539,4.1975,97.07,13,61,9.08,broken clouds
412,Rio Chiquito,HN,2022-04-17 10:15:53,15.6333,-88.25,77.95,89,17,2.01,few clouds
413,Mandalgovi,MN,2022-04-17 10:16:53,45.7625,106.2708,49.66,26,24,15.57,few clouds
414,Meulaboh,ID,2022-04-17 10:16:54,4.1363,96.1285,82.9,81,62,6.29,broken clouds
415,Fort Wellington,GY,2022-04-17 10:16:54,6.4,-57.6,75.63,86,53,6.8,broken clouds
416,Yerbogachen,RU,2022-04-17 10:16:54,61.2767,108.0108,45.3,85,100,12.66,overcast clouds
417,Cidreira,BR,2022-04-17 10:16:55,-30.1811,-50.2056,65.19,74,79,5.82,broken clouds
418,Nancha,CN,2022-04-17 10:16:55,47.1333,129.2667,41.88,48,90,5.68,overcast clouds
419,Great Yarmouth,GB,2022-04-17 10:16:55,52.6083,1.7305,63.09,68,96,13.13,overcast clouds
420,Kelvington,CA,2022-04-17 10:16:56,52.1667,-103.5343,10.83,94,100,5.35,overcast clouds
421,Antalaha,MG,2022-04-17 10:16:56,-14.9003,50.2788,85.1,63,9,12.33,clear sky
422,Saint-Philippe,RE,2022-04-17 10:16:56,-21.3585,55.7679,85.12,80,31,11.63,light rain
423,Fort-Shevchenko,KZ,2022-04-17 10:16:56,44.5086,50.263,61.95,49,0,9.98,clear sky
424,Tumbotino,RU,2022-04-17 10:16:57,55.9993,43.0236,35.94,88,100,13.94,overcast clouds
425,Neftcala,AZ,2022-04-17 10:16:57,39.3742,49.2472,60.42,56,10,13.38,clear sky
426,Lebu,CL,2022-04-17 10:16:57,-37.6167,-73.65,52.05,94,36,5.17,scattered clouds
427,Bantogon,PH,2022-04-17 10:16:58,6.5333,124.0333,80.22,78,99,2.13,overcast clouds
428,Lavrentiya,RU,2022-04-17 10:16:58,65.5833,-171.0,29.21,98,100,10.27,light snow
429,Bay Roberts,CA,2022-04-17 10:16:58,47.5999,-53.2648,46.15,75,100,1.01,overcast clouds
430,Ayan,RU,2022-04-17 10:16:59,56.45,138.1667,25.07,81,63,3.27,broken clouds
431,Chimbote,PE,2022-04-17 10:16:59,-9.0853,-78.5783,64.08,92,64,3.71,broken clouds
432,Gadarwara,IN,2022-04-17 10:16:59,22.9167,78.7833,106.16,8,3,6.35,clear sky
433,Alekseyevka,RU,2022-04-17 10:17:00,50.6309,38.6903,50.58,82,100,6.58,overcast clouds
434,Abha,SA,2022-04-17 10:15:06,18.2164,42.5053,80.85,16,40,14.97,scattered clouds
435,Vao,NC,2022-04-17 10:17:00,-22.6667,167.4833,77.07,69,2,2.93,clear sky
436,Byron Bay,AU,2022-04-17 10:16:11,-28.65,153.6167,65.95,71,46,9.13,scattered clouds
437,Salinopolis,BR,2022-04-17 10:17:00,-0.6136,-47.3561,77.79,87,100,3.78,moderate rain
438,Burnie,AU,2022-04-17 10:17:01,-41.0667,145.9167,61.7,92,100,9.42,light rain
439,Boueni,YT,2022-04-17 10:17:01,-12.9025,45.0761,91.38,68,6,19.86,clear sky
440,Puerto Carreno,CO,2022-04-17 10:17:02,6.189,-67.4859,76.23,88,100,5.57,overcast clouds
441,Ornskoldsvik,SE,2022-04-17 10:17:02,63.2909,18.7153,49.15,66,35,6.91,scattered clouds
442,Trincomalee,LK,2022-04-17 10:17:02,8.5711,81.2335,85.53,72,84,7.36,broken clouds
443,San Rafael,AR,2022-04-17 10:17:02,-34.6177,-68.3301,54.12,54,7,2.35,clear sky
444,Beeville,US,2022-04-17 10:17:03,28.4008,-97.7483,74.62,94,100,5.75,overcast clouds
445,Marzuq,YE,2022-04-17 10:17:03,14.4,46.4667,93.45,14,1,8.05,clear sky
446,Graaff-Reinet,ZA,2022-04-17 10:17:04,-32.2522,24.5308,60.93,73,2,6.11,clear sky
447,Pingzhuang,CN,2022-04-17 10:17:04,42.0372,119.2889,61.56,18,100,12.37,overcast clouds
448,Sangar,RU,2022-04-17 10:17:04,63.9242,127.4739,22.8,89,59,7.16,broken clouds
449,Champoton,MX,2022-04-17 10:17:05,19.35,-90.7167,76.75,81,0,10.65,clear sky
450,Cuiluan,CN,2022-04-17 10:17:05,47.72,128.648,39.31,44,69,3.2,broken clouds
451,Ilheus,BR,2022-04-17 10:17:05,-14.7889,-39.0494,75.02,94,100,8.05,moderate rain
452,Gravdal,NO,2022-04-17 10:17:06,68.1214,13.5031,40.89,100,100,14.97,overcast clouds
453,Hammerfest,NO,2022-04-17 10:17:06,70.6634,23.6821,39.65,100,75,14.97,light intensity drizzle
454,Lasa,IT,2022-04-17 10:17:06,46.6166,10.7002,59.36,52,4,5.95,clear sky
455,Lianzhou,CN,2022-04-17 10:17:07,24.7811,112.3825,56.61,95,100,2.55,overcast clouds
456,Oranjestad,AW,2022-04-17 10:17:07,12.524,-70.027,80.55,78,20,19.57,few clouds
457,Kulhudhuffushi,MV,2022-04-17 10:17:07,6.6221,73.07,84.81,71,99,7.18,overcast clouds
458,Cigand,HU,2022-04-17 10:17:08,48.2556,21.892,49.15,39,47,17.85,scattered clouds
459,Rio Gallegos,AR,2022-04-17 10:17:08,-51.6226,-69.2181,48.25,66,0,13.8,clear sky
460,Lac Du Bonnet,CA,2022-04-17 10:15:24,50.2536,-96.0612,8.47,100,78,3.74,broken clouds
461,Lashio,MM,2022-04-17 10:18:09,22.9333,97.75,71.87,74,90,3.2,overcast clouds
462,Yenagoa,NG,2022-04-17 10:18:09,4.9247,6.2642,86.9,66,95,4.07,light rain
463,Quixada,BR,2022-04-17 10:18:10,-4.9714,-39.0153,76.39,84,50,2.01,scattered clouds
464,Severo-Kurilsk,RU,2022-04-17 10:18:10,50.6789,156.125,28.58,78,61,15.39,broken clouds
465,Gryazovets,RU,2022-04-17 10:18:11,58.88,40.2525,40.15,53,36,6.67,scattered clouds
466,Puerto Suarez,BO,2022-04-17 10:18:11,-18.95,-57.8,62.85,90,0,2.53,clear sky
467,Aitape,PG,2022-04-17 10:18:12,-3.1374,142.3475,81.0,80,53,3.15,broken clouds
468,Parrita,CR,2022-04-17 10:18:12,9.5201,-84.3225,77.5,82,100,3.71,overcast clouds
469,Westport,US,2022-04-17 10:18:13,41.1415,-73.3579,42.78,93,0,4.61,clear sky
470,Fort Nelson,CA,2022-04-17 10:15:24,58.8053,-122.7002,11.79,85,100,11.5,light snow
471,Salta,AR,2022-04-17 10:18:13,-24.7859,-65.4117,48.58,92,0,4.61,clear sky
472,Richards Bay,ZA,2022-04-17 10:18:14,-28.783,32.0377,67.57,83,100,1.83,light rain
473,Carutapera,BR,2022-04-17 10:18:14,-1.195,-46.02,75.94,93,99,1.59,overcast clouds
474,Belyy Yar,RU,2022-04-17 10:18:14,53.6039,91.3903,78.69,10,0,15.66,clear sky
475,Kharp,RU,2022-04-17 10:18:15,66.8014,65.8081,21.31,75,24,7.87,few clouds
476,Ipixuna,BR,2022-04-17 10:18:15,-1.7625,-48.8043,73.99,97,92,1.61,overcast clouds
477,Cabedelo,BR,2022-04-17 10:18:15,-6.9811,-34.8339,81.27,82,99,6.17,overcast clouds
478,Chunskiy,RU,2022-04-17 10:18:16,56.0815,99.6342,59.76,75,97,6.85,overcast clouds
479,Quatre Cocos,MU,2022-04-17 10:18:16,-20.2078,57.7625,81.09,81,47,14.88,light rain
480,Tigzirt,DZ,2022-04-17 10:18:16,36.8886,4.1198,65.39,60,2,7.63,clear sky
481,Caucaia,BR,2022-04-17 10:17:45,-3.7361,-38.6531,80.04,84,75,2.3,broken clouds
482,Beira,MZ,2022-04-17 10:18:17,-19.8436,34.8389,84.29,79,75,10.36,broken clouds
483,Ucluelet,CA,2022-04-17 10:18:17,48.9329,-125.5528,36.09,89,39,2.08,scattered clouds
484,Chiredzi,ZW,2022-04-17 10:18:17,-21.05,31.6667,67.03,86,100,7.54,overcast clouds
485,Auki,SB,2022-04-17 10:18:18,-8.7676,160.7034,77.83,86,100,3.85,light rain
486,San Juan,AR,2022-04-17 10:14:52,-31.5375,-68.5364,58.41,55,19,0.72,few clouds
487,Balykshi,KZ,2022-04-17 10:18:18,47.0667,51.8667,68.0,40,0,6.71,clear sky
488,Bud,US,2022-04-17 10:17:24,39.447,-86.1758,37.17,72,70,9.4,broken clouds
489,Yumen,CN,2022-04-17 10:18:18,40.2833,97.2,57.67,14,0,9.53,clear sky
490,Anadyr,RU,2022-04-17 10:18:19,64.75,177.4833,30.7,86,40,26.84,light snow
491,Walvis Bay,NA,2022-04-17 10:18:19,-22.9575,14.5053,67.15,63,0,5.75,clear sky
492,Malartic,CA,2022-04-17 10:15:24,48.1335,-78.1328,28.51,94,91,7.67,overcast clouds
493,Tura,IN,2022-04-17 10:18:19,25.5198,90.2201,77.16,81,68,11.3,broken clouds
494,Colares,PT,2022-04-17 10:18:20,38.7992,-9.4469,65.44,66,20,24.0,few clouds
495,Olafsvik,IS,2022-04-17 10:18:20,64.8945,-23.7142,42.57,84,100,13.27,overcast clouds
496,Morant Bay,JM,2022-04-17 10:18:21,17.8815,-76.4093,72.72,85,100,9.19,overcast clouds
497,Bowen,AU,2022-04-17 10:15:54,-20.0167,148.2333,76.73,69,0,16.42,clear sky
498,Viedma,AR,2022-04-17 10:18:21,-40.8135,-62.9967,51.82,91,0,5.86,clear sky
499,Hella,NO,2022-04-17 10:18:21,67.2,14.4333,44.74,91,75,9.22,broken clouds
500,Mainaguri,IN,2022-04-17 10:18:22,26.5667,88.8167,93.83,41,10,2.17,clear sky
501,Baghdad,IQ,2022-04-17 10:18:22,33.3406,44.4009,84.11,10,0,4.61,clear sky
502,Bandarbeyla,SO,2022-04-17 10:18:22,9.4942,50.8122,88.48,61,29,17.2,scattered clouds
503,Prince Rupert,CA,2022-04-17 10:18:23,54.3161,-130.3201,40.69,86,0,9.22,clear sky
504,Yakima,US,2022-04-17 10:18:23,46.4665,-120.6678,31.44,86,0,0.0,clear sky
505,Sur,OM,2022-04-17 10:14:00,22.5667,59.5289,95.22,31,2,8.79,clear sky
506,Puerto Leguizamo,CO,2022-04-17 10:18:24,-0.1934,-74.7819,71.02,99,99,1.74,overcast clouds
507,Bam,IR,2022-04-17 10:18:24,29.106,58.357,90.39,12,62,11.45,broken clouds
508,Catuday,PH,2022-04-17 10:19:24,16.2923,119.8062,82.13,69,32,8.12,scattered clouds
509,Prachuap Khiri Khan,TH,2022-04-17 10:19:25,12.2167,99.75,88.47,50,63,8.79,broken clouds
510,Zhezkazgan,KZ,2022-04-17 10:19:25,47.8043,67.7144,76.98,25,0,13.42,clear sky
511,Mount Gambier,AU,2022-04-17 10:19:26,-37.8333,140.7667,56.97,97,100,4.32,overcast clouds
512,Amga,RU,2022-04-17 10:19:27,60.8953,131.9608,23.97,86,91,1.54,overcast clouds
513,Ulaanbaatar,MN,2022-04-17 10:19:27,47.9077,106.8832,53.73,17,0,13.42,clear sky
514,Arrifes,PT,2022-04-17 10:19:28,37.7667,-25.7,61.05,77,20,17.27,few clouds
515,Araouane,ML,2022-04-17 10:19:28,18.9048,-3.5265,82.47,16,0,15.93,clear sky
516,Dzhebariki-Khaya,RU,2022-04-17 10:19:29,62.2167,135.8,19.4,92,60,2.8,broken clouds
517,Male,MV,2022-04-17 10:19:29,4.1748,73.5089,84.31,73,100,9.19,overcast clouds
518,Verkhoyansk,RU,2022-04-17 10:19:29,67.5447,133.385,17.94,83,83,2.86,broken clouds
519,Kangaatsiaq,GL,2022-04-17 10:19:30,68.3065,-53.4641,-4.09,98,62,5.84,broken clouds
520,Remanso,BR,2022-04-17 10:19:30,-9.6179,-42.0831,76.17,76,84,4.76,broken clouds
521,Cheney,US,2022-04-17 10:17:25,47.4874,-117.5758,34.25,93,100,11.5,overcast clouds
522,Broome,US,2022-04-17 10:19:31,42.2506,-75.833,30.69,75,100,8.01,overcast clouds
523,Akhtubinsk,RU,2022-04-17 10:19:31,48.2795,46.1722,68.23,33,100,10.56,overcast clouds
524,Jiblah,YE,2022-04-17 10:19:31,13.9216,44.1467,75.78,33,51,8.9,broken clouds
